song_title_original,artist_original,song_title,artist,featured_artist,modifier,mod_class,artist_id,song_title_id
ALL THE WAY UP,FAT JOE & REMY MA (FEAT. FRENCH MONTANA & INFARED),ALL THE WAY UP,FAT JOE,FRENCH MONTANA; INFARED,,,263148322,762173279
"ALL THE WAY UP [FEAT. FRENCH MONTANA, INFARED]","FAT JOE, REMY MA",ALL THE WAY UP,FAT JOE,FRENCH MONTANA; INFARED,,,263148322,762173279
ALL THE WAY UP,FAT JOE & REMY MA (FEAT. FRENCH MONTANA & INFARED),ALL THE WAY UP,FAT JOE,FRENCH MONTANA; INFARED,,,263148322,762173279
ALL THE WAY UP,FAT JOE & REMY MA (FEAT. FRENCH MONTANA & INFARED),ALL THE WAY UP,FAT JOE,FRENCH MONTANA; INFARED,,,263148322,762173279
ALL THE WAY UP,FAT JOE & REMY MA (FEAT. FRENCH MONTANA & INFARED),ALL THE WAY UP,FAT JOE,FRENCH MONTANA; INFARED,,,263148322,762173279
ALL THE WAY UP,FAT JOE & REMY MA (FEAT. FRENCH MONTANA & INFARED),ALL THE WAY UP,FAT JOE,FRENCH MONTANA; INFARED,,,263148322,762173279
ALL THE WAY UP,FAT JOE & REMY MA (FEAT. FRENCH MONTANA & INFARED),ALL THE WAY UP,FAT JOE,FRENCH MONTANA; INFARED,,,263148322,762173279
ALL THE WAY UP,FAT JOE & REMY MA (FEAT. FRENCH MONTANA & INFARED),ALL THE WAY UP,FAT JOE,FRENCH MONTANA; INFARED,,,263148322,762173279
ALL THE WAY UP,FAT JOE & REMY MA (FEAT. FRENCH MONTANA & INFARED),ALL THE WAY UP,FAT JOE,FRENCH MONTANA; INFARED,,,263148322,762173279
ALL THE WAY UP (FEAT. FRENCH MONTANA & INFARED),FAT JOE & REMY MA,ALL THE WAY UP,FAT JOE,FRENCH MONTANA; INFARED,,,263148322,762173279
ALL THE WAY UP,FAT JOE & REMY MA FEAT. FRENCH MONTANA & INFARED,ALL THE WAY UP,FAT JOE,FRENCH MONTANA; INFARED,,,263148322,762173279
ALL THE WAY UP,FAT JOE & REMY MA FEAT. FRENCH MONTANA & INFRARED,ALL THE WAY UP,FAT JOE,FRENCH MONTANA; INFRARED,,,263148322,762173279
ALL THE WAY UP (FEAT. INFARED),FAT JOE & FRENCH MONTANA & REMY MA,ALL THE WAY UP,FAT JOE,FRENCH MONTANA; REMY MA; INFARED,,,263148322,762173279
"ALL THE WAY UP  (FEAT. JAY PARK, AK-69, DABOYWAY, SONAONE & JOE FLIZZOW)","FAT JOE,REMY MA",ALL THE WAY UP,FAT JOE,"JAY PARK; AK-69,; DABOYWAY; SONAONE; JOE FLIZZOW",,,263148322,762173279
"ALL THE WAY UP  (FEAT. JAY PARK, AK-69, DABOYWAY, SONAONE & JOE FLIZZOW)","FAT JOE,REMY MA",ALL THE WAY UP,FAT JOE,"JAY PARK; AK-69,; DABOYWAY; SONAONE; JOE FLIZZOW",,,263148322,762173279
"ALL THE WAY UP  (FEAT. JAY PARK, AK-69, DABOYWAY, SONAONE & JOE FLIZZOW)","FAT JOE,REMY MA",ALL THE WAY UP,FAT JOE,"JAY PARK; AK-69,; DABOYWAY; SONAONE; JOE FLIZZOW",,,263148322,762173279
"ALL THE WAY UP  (FEAT. JAY PARK, AK-69, DABOYWAY, SONAONE & JOE FLIZZOW)","FAT JOE,REMY MA",ALL THE WAY UP,FAT JOE,"JAY PARK; AK-69,; DABOYWAY; SONAONE; JOE FLIZZOW",,,263148322,762173279
"ALL THE WAY UP (FEAT. JAY PARK, AK-69, DABOYWAY, SONAONE & JOE FLIZZOW)",FAT JOE,ALL THE WAY UP,FAT JOE,"JAY PARK; AK-69,; DABOYWAY; SONAONE; JOE FLIZZOW",,,263148322,762173279
"ALL THE WAY UP (FEAT. JAY PARK, AK-69, DABOYWAY, SONAONE & JOE FLIZZOW)",FAT JOE,ALL THE WAY UP,FAT JOE,"JAY PARK; AK-69,; DABOYWAY; SONAONE; JOE FLIZZOW",,,263148322,762173279
ALL THE WAY UP,"FAT JOE & REMY MA (FEAT. JAY PARK, AK-69, DABOYWAY, SONAONE & JOE FLIZZOW)",ALL THE WAY UP,FAT JOE,JAY PARK; AK-69; DABOYWAY; SONAONE; JOE FLIZZOW,,,263148322,762173279
ALL THE WAY UP,"FAT JOE & REMY MA (FEAT. JAY PARK, AK-69, DABOYWAY, SONAONE & JOE FLIZZOW)",ALL THE WAY UP,FAT JOE,JAY PARK; AK-69; DABOYWAY; SONAONE; JOE FLIZZOW,,,263148322,762173279
ALL THE WAY UP,"FAT JOE & REMY MA (FEAT. JAY PARK, AK-69, DABOYWAY, SONAONE & JOE FLIZZOW)",ALL THE WAY UP,FAT JOE,JAY PARK; AK-69; DABOYWAY; SONAONE; JOE FLIZZOW,,,263148322,762173279
ALL THE WAY UP,"FAT JOE & REMY MA (FEAT. JAY PARK, AK-69, DABOYWAY, SONAONE & JOE FLIZZOW)",ALL THE WAY UP,FAT JOE,JAY PARK; AK-69; DABOYWAY; SONAONE; JOE FLIZZOW,,,263148322,762173279
ALL THE WAY UP,"FAT JOE & REMY MA (FEAT. JAY PARK, AK-69, DABOYWAY, SONAONE & JOE FLIZZOW)",ALL THE WAY UP,FAT JOE,JAY PARK; AK-69; DABOYWAY; SONAONE; JOE FLIZZOW,,,263148322,762173279
ALL THE WAY UP,"FAT JOE, REMY MA & FRENCH MONTANA",ALL THE WAY UP,FAT JOE,REMY MA; FRENCH MONTANA,,,263148322,762173279
ALL THE WAY UP,"FAT JOE, REMY MA & FRENCH MONTANA",ALL THE WAY UP,FAT JOE,REMY MA; FRENCH MONTANA,,,263148322,762173279
ALL THE WAY UP [FEAT. INFARED],"FAT JOE, REMY MA, FRENCH MONTANA",ALL THE WAY UP,FAT JOE,REMY MA; FRENCH MONTANA; INFARED,,,263148322,762173279
ALL THE WAY UP [FEAT. INFARED],"FAT JOE, REMY MA, FRENCH MONTANA",ALL THE WAY UP,FAT JOE,REMY MA; FRENCH MONTANA; INFARED,,,263148322,762173279
ALL THE WAY UP [FEAT. INFARED],"FAT JOE, REMY MA, FRENCH MONTANA",ALL THE WAY UP,FAT JOE,REMY MA; FRENCH MONTANA; INFARED,,,263148322,762173279
"ALL THE WAY UP FT. REMY MA, FRENCH MONTANA & INFARED",FAT JOE,ALL THE WAY UP,FAT JOE,REMY MA; FRENCH MONTANA; INFARED,,,263148322,762173279
ALL THE WAY UP (FEAT. INFARED),"FAT JOE, REMY MA & FRENCH MONTANA",ALL THE WAY UP,FAT JOE,REMY MA; FRENCH MONTANA; INFARED,,,263148322,762173279
ALL THE WAY UP,"FAT JOE, REMY MA & FRENCH MONTANA (FEAT. INFARED)",ALL THE WAY UP,FAT JOE,REMY MA; FRENCH MONTANA; INFARED,,,263148322,762173279
ALL THE WAY UP,"FAT JOE, REMY MA & JAY Z (FEAT. FRENCH MONTANA & INFARED)",ALL THE WAY UP,FAT JOE,REMY MA; JAY Z; FRENCH MONTANA; INFARED,,,263148322,762173279
ALL THE WAY UP,"FAT JOE, REMY MA & JAY Z (FEAT. FRENCH MONTANA & INFARED)",ALL THE WAY UP,FAT JOE,REMY MA; JAY Z; FRENCH MONTANA; INFARED,,,263148322,762173279
ALL THE WAY UP,"""FAT JOE, REMY MA",ALL THE WAY UP,FAT JOE,,,,263148322,762173279
ALL THE WAY UP,"""FAT JOE, REMY MA",ALL THE WAY UP,FAT JOE,,,,263148322,762173279
ALL THE WAY UP,"""""""FAT JOE, REMY MA""",ALL THE WAY UP,FAT JOE,,,,263148322,762173279
ALL THE WAY UP,"FAT JOE, REMY MA",ALL THE WAY UP,FAT JOE,,,,263148322,762173279
ALL THE WAY UP,FAT JOE,ALL THE WAY UP,FAT JOE,,,,263148322,762173279
ALL THE WAY UP,FAT JOE,ALL THE WAY UP,FAT JOE,,,,263148322,762173279
ALL THE WAY UP,FAT JOE,ALL THE WAY UP,FAT JOE,,,,263148322,762173279
ALL THE WAY UP,FAT JOE,ALL THE WAY UP,FAT JOE,,,,263148322,762173279
ALL THE WAY UP,"FAT JOE,REMY MA",ALL THE WAY UP,FAT JOE,,,,263148322,762173279
ALL THE WAY UP,"FAT JOE,REMY MA",ALL THE WAY UP,FAT JOE,,,,263148322,762173279
ALL THE WAY UP,"FAT JOE,REMY MA",ALL THE WAY UP,FAT JOE,,,,263148322,762173279
ALL THE WAY UP,"FAT JOE,REMY MA",ALL THE WAY UP,FAT JOE,,,,263148322,762173279
ALL THE WAY UP,"FAT JOE,REMY MA",ALL THE WAY UP,FAT JOE,,,,263148322,762173279
ALL THE WAY UP,"FAT JOE,REMY MA",ALL THE WAY UP,FAT JOE,,,,263148322,762173279
ALL THE WAY UP,FAT JOE & REMY MA,ALL THE WAY UP,FAT JOE,,,,263148322,762173279
ALL THE WAY UP,FAT JOE & REMY MA,ALL THE WAY UP,FAT JOE,,,,263148322,762173279
ALL THE WAY UP,FAT JOE,ALL THE WAY UP,FAT JOE,,,,263148322,762173279
ALL THE WAY UP,FAT JOE,ALL THE WAY UP,FAT JOE,,,,263148322,762173279
ALL THE WAY UP,FAT JOE,ALL THE WAY UP,FAT JOE,,,,263148322,762173279
ALL THE WAY UP,FAT JOE,ALL THE WAY UP,FAT JOE,,,,263148322,762173279
ALL THE WAY UP,FAT JOE,ALL THE WAY UP,FAT JOE,,,,263148322,762173279
ALL THE WAY UP,FAT JOE,ALL THE WAY UP,FAT JOE,,,,263148322,762173279
ALL THE WAY UP,FAT JOE,ALL THE WAY UP,FAT JOE,,,,263148322,762173279
ALL THE WAY UP,FAT JOE,ALL THE WAY UP,FAT JOE,,,,263148322,762173279
ALL THE WAY UP,FAT JOE,ALL THE WAY UP,FAT JOE,,,,263148322,762173279
ALL THE WAY UP,FAT JOE & REMY MA,ALL THE WAY UP,FAT JOE,,,,263148322,762173279
ALL THE WAY UP,FAT JOE & REMY MA,ALL THE WAY UP,FAT JOE,,,,263148322,762173279
ALL THE WAY UP,FAT JOE & REMY MA,ALL THE WAY UP,FAT JOE,,,,263148322,762173279
ALL THE WAY UP,FAT JOE & REMY MA,ALL THE WAY UP,FAT JOE,,,,263148322,762173279
ALL THE WAY UP,FAT JOE,ALL THE WAY UP,FAT JOE,,,,263148322,762173279
ALL THE WAY UP,FAT JOE,ALL THE WAY UP,FAT JOE,,,,263148322,762173279
ALL THE WAY UP,FAT JOE,ALL THE WAY UP,FAT JOE,,,,263148322,762173279
ALL THE WAY UP,FAT JOE,ALL THE WAY UP,FAT JOE,,,,263148322,762173279
ALL THE WAY UP,FAT JOE,ALL THE WAY UP,FAT JOE,,,,263148322,762173279
ALL THE WAY UP,FAT JOE,ALL THE WAY UP,FAT JOE,,,,263148322,762173279
ALL THE WAY UP,FAT JOE,ALL THE WAY UP,FAT JOE,,,,263148322,762173279
ALL THE WAY UP,FAT JOE,ALL THE WAY UP,FAT JOE,,,,263148322,762173279
ALL THE WAY UP,FAT JOE,ALL THE WAY UP,FAT JOE,,,,263148322,762173279
ALL THE WAY UP,FAT JOE,ALL THE WAY UP,FAT JOE,,,,263148322,762173279
ALL THE WAY UP,FAT JOE,ALL THE WAY UP,FAT JOE,,,,263148322,762173279
ALL THE WAY UP,FAT JOE,ALL THE WAY UP,FAT JOE,,,,263148322,762173279
ALL THE WAY UP,FAT JOE,ALL THE WAY UP,FAT JOE,,,,263148322,762173279
ALL THE WAY UP,"FAT JOE,REMY MA",ALL THE WAY UP,FAT JOE,,,,263148322,762173279
ALL THE WAY UP,"FAT JOE,REMY MA",ALL THE WAY UP,FAT JOE,,,,263148322,762173279
ALL THE WAY UP J SENIOR REMIX,FAT JOE REMY MA,ALL THE WAY UP,FAT JOE REMY MA,,J SENIOR REMIX,REMIX,619977606,871819606
ALL THE WAY UP MR COLLIPARK REMIX,FAT JOE REMY MA FRENCH MONTANA,ALL THE WAY UP,FAT JOE REMY MA,,MR COLLIPARK REMIX,REMIX,619977606,871819606
ALL THE WAY UP MR COLLIPARK REMIX,FAT JOE REMY MA FRENCH MONTANA,ALL THE WAY UP,FAT JOE REMY MA,,MR COLLIPARK REMIX,REMIX,619977606,871819606
ALL THE WAY UP (WESTSIDE REMIX),FAT JOE REMY MA,ALL THE WAY UP,FAT JOE REMY MA,,WESTSIDE REMIX,REMIX,619977606,871819606
ALL THE WAY UP (WESTSIDE REMIX),FAT JOE REMY MA,ALL THE WAY UP,FAT JOE REMY MA,,WESTSIDE REMIX,REMIX,619977606,871819606
ALL THE WAY UP (FEAT. FRENCH MONTANA & INFARED),FAT JOE REMY MA,ALL THE WAY UP,FAT JOE REMY MA,FRENCH MONTANA; INFARED,,,619977606,871819606
ALL THE WAY UP,FAT JOE REMY MA FRENCH MONTANA,ALL THE WAY UP,FAT JOE REMY MA,,,,619977606,871819606
ALL THE WAY UP,FAT JOE REMY MA,ALL THE WAY UP,FAT JOE REMY MA,,,,619977606,871819606
ALL THE WAY UP,FAT JOE REMY MA FRENCH MONTANA,ALL THE WAY UP,FAT JOE REMY MA,,,,619977606,871819606
ALL THE WAY UP,FAT JOE REMY MA,ALL THE WAY UP,FAT JOE REMY MA,,,,619977606,871819606
ALL THE WAY UP,FAT JOE REMY MA,ALL THE WAY UP,FAT JOE REMY MA,,,,619977606,871819606
ALL THE WAY UP,FAT JOE REMY MA,ALL THE WAY UP,FAT JOE REMY MA,,,,619977606,871819606
ALL THE WAY UP,FAT JOE REMY MA,ALL THE WAY UP,FAT JOE REMY MA,,,,619977606,871819606
ALL THE WAY UP (FEAT. INFARED),FAT JOE;INFARED,ALL THE WAY UP,FAT JOE;INFARED,INFARED,,,409258070,496462407
ALL THE WAY UP (REMIX) (FEAT. FRENCH MONTANA & INFARED),FAT JOE;REMY MA;JAY Z;FRENCH MONTANA;INFARED,ALL THE WAY UP,FAT JOE;REMY,FRENCH MONTANA; INFARED,REMIX,REMIX,824000353,5167643
"ALL THE WAY UP (WESTSIDE REMIX) (FEAT. INFARED, SNOOP DOGG, THE GAME & E-40)",FAT JOE;REMY MA;FRENCH MONTANA;INFARED;SNOOP DOGG;THE GAME;E-40,ALL THE WAY UP,FAT JOE;REMY,INFARED; SNOOP DOGG; THE GAME; E-40,WESTSIDE REMIX,REMIX,824000353,5167643
ALL THE WAY UP (FEAT. INFARED),FAT JOE;REMY MA;FRENCH MONTANA;INFARED,ALL THE WAY UP,FAT JOE;REMY,INFARED,,,824000353,5167643
"ALL THE WAY UP (FEAT. JAY PARK, AK-69, DABOYWAY, SONAONE & JOE FLIZZOW)",FAT JOE;REMY MA;JAY PARK;AK-69;DABOYWAY;SONAONE;JOE FLIZZOW,ALL THE WAY UP,FAT JOE;REMY,"JAY PARK; AK-69,; DABOYWAY; SONAONE; JOE FLIZZOW",,,824000353,5167643
ALL THE WAY UP (REMIX),JAY Z FAT JOE REMY MA,ALL THE WAY UP,JAY Z FAT,,REMIX,REMIX,339652582,136871224
ALL THE WAY UP (FEAT. FRENCH MONTANA & INFARED),FAT JOE CARDI B REMY MA,ALL THE WAY UP,JOE CARDI,FRENCH MONTANA; INFARED,,,512011714,831724218
ALL THE WAY UP (REMIX),FAT JOE DAVID GUETTA REMY MA GLOWINTHEDARK,ALL THE WAY UP,JOE DAVID GUETTA,REMY MA GLOWINTHEDARK,REMIX,REMIX,954995060,899577287
ALL THE WAY UP (REMIX),"REMY MA, JAY Z, FAT JOE",ALL THE WAY UP,REMY MA,FAT JOE,REMIX,REMIX,719294060,8322413
ALL THE WAY UP (REMIX),"REMY MA, JAY Z, FAT JOE",ALL THE WAY UP,REMY MA,FAT JOE,REMIX,REMIX,719294060,8322413
ALL THE WAY UP (FEAT. FRENCH MONTANA & INFARED) [REMIX],"REMY MA, JAY-Z, FAT JOE",ALL THE WAY UP,REMY MA,FAT JOE; FRENCH MONTANA; INFARED,REMIX,REMIX,719294060,8322413
ALL THE WAY UP (REMIX) (FEAT. FRENCH MONTANA & INFARED),"REMY MA, JAY Z, FAT JOE",ALL THE WAY UP,REMY MA,FAT JOE; FRENCH MONTANA; INFARED,REMIX,REMIX,719294060,8322413
ALL THE WAY UP (FEAT. FRENCH MONTANA & INFARED) [REMIX],"REMY MA, JAY-Z, FAT JOE",ALL THE WAY UP,REMY MA,FAT JOE; FRENCH MONTANA; INFARED,REMIX,REMIX,719294060,8322413
ALL THE WAY UP (REMIX) [FEAT. FRENCH MONTANA & INFARED],"REMY MA, GLOWINTHEDARK, FAT JOE, DAVID GUETTA",ALL THE WAY UP,REMY MA,GLOWINTHEDARK; FAT JOE; DAVID GUETTA; FRENCH MONTANA; INFARED,REMIX,REMIX,719294060,8322413
ALL THE WAY UP (REMIX) (MIX VERSION),"REMY MA, JAY-Z, INFARED, FRENCH MONTANA, FAT JOE",ALL THE WAY UP,REMY MA,INFARED; FRENCH MONTANA; FAT JOE,REMIX; MIX VERSION,REMIX; VERSION,719294060,8322413
ALL THE WAY UP (FEAT. FRENCH MONTANA & INFARED),"REMY MA, JAY-Z, FAT JOE",ALL THE WAY UP,REMY MA,FAT JOE; FRENCH MONTANA; INFARED,,,719294060,8322413
ALL THE WAY UP (FEAT. FRENCH MONTANA & INFARED),"REMY MA, FAT JOE",ALL THE WAY UP,REMY MA,FRENCH MONTANA; INFARED,,,719294060,8322413
ALL THE WAY UP (FEAT. FRENCH MONTANA & INFARED),"REMY MA, FAT JOE",ALL THE WAY UP,REMY MA,FRENCH MONTANA; INFARED,,,719294060,8322413
ALL THE WAY UP (FEAT. FRENCH MONTANA & INFARED),"REMY MA, FAT JOE",ALL THE WAY UP,REMY MA,FRENCH MONTANA; INFARED,,,719294060,8322413
ALL THE WAY UP (FEAT. FRENCH MONTANA & INFARED),"REMY MA, FAT JOE",ALL THE WAY UP,REMY MA,FRENCH MONTANA; INFARED,,,719294060,8322413
ALL THE WAY UP (FEAT. FRENCH MONTANA & INFARED),"REMY MA, FAT JOE",ALL THE WAY UP,REMY MA,FRENCH MONTANA; INFARED,,,719294060,8322413
ALL THE WAY UP (FEAT. FRENCH MONTANA & INFARED),"REMY MA, FAT JOE",ALL THE WAY UP,REMY MA,FRENCH MONTANA; INFARED,,,719294060,8322413
ALL THE WAY UP (FEAT. FRENCH MONTANA & INFARED),"REMY MA, FAT JOE",ALL THE WAY UP,REMY MA,FRENCH MONTANA; INFARED,,,719294060,8322413
ALL THE WAY UP (FEAT. FRENCH MONTANA & INFARED),"REMY MA, FAT JOE",ALL THE WAY UP,REMY MA,FRENCH MONTANA; INFARED,,,719294060,8322413
ALL THE WAY UP (FEAT. FRENCH MONTANA & INFARED),"REMY MA, FAT JOE",ALL THE WAY UP,REMY MA,FRENCH MONTANA; INFARED,,,719294060,8322413
ALL THE WAY UP (REMIX),REMY MA FAT JOE JAY Z,ALL THE WAY UP,REMY MA FAT,,REMIX,REMIX,903083238,861046846
ALL THE WAY UP MIX,REMY MA FAT JOE,ALL THE WAY UP,REMY MA FAT JOE,,MIX,VERSION,79095610,318713697
ALL THE WAY UP (WESTSIDE REMIX),"SNOOP DOGG,THE GAME,FAT JOE,E-40,REMY MA",ALL THE WAY UP,SNOOP DOGG,"THE GAME; FAT JOE; E-40,REMY MA",WESTSIDE REMIX,REMIX,488765226,521812802
ALL THE WAY UP (WESTSIDE REMIX) [FEAT. FRENCH MONTANA & INFARED],SNOOP DOGG FAT JOE THE GAME REMY MA E-40,ALL THE WAY UP,SNOOP DOGG FAT JOE THE GAME,REMY MA E-40; FRENCH MONTANA; INFARED,WESTSIDE REMIX,REMIX,475165235,527901963
ALL THE WAY UP (WESTSIDE REMIX),"THE GAME,SNOOP DOGG,FAT JOE,E-40,REMY MA",ALL THE WAY UP,THE GAME,"FAT JOE; E-40,REMY MA",WESTSIDE REMIX,REMIX,790763275,543141940
ALL WAY UP REMIX JALEX 1069,FAT JOE,ALL WAY UP,FAT JOE,,REMIX JALEX 1069,REMIX,263148322,762173279
FAT JOE & REMY MA - ALL THE WAY UP (FEAT. FRENCH MONTANA & INFARED),FAT JOE,FAT JOE,FAT JOE,REMY MA; FRENCH MONTANA; INFARED,,,263148322,912273766
THE FUCK UP,FAT JOE,THE FUCK UP,FAT JOE,,,,263148322,317332289
THE FUCK UP,FAT JOE,THE FUCK UP,FAT JOE,,,,263148322,317332289